function_name,cpu-cycles,instructions,cache-misses,cache-ref 
atc_get_pitch,4051,3183,7,12 
atc_get_pitch,0,0,0,0 
atc_get_pitch,0,0,0,0 
atc_get_pitch,3951,3183,5,15 
atc_get_pitch,0,0,0,0 
atc_get_pitch,0,0,0,0 
atc_get_pitch,0,0,0,0 
atc_get_pitch,0,0,0,0 
atc_get_pitch,3926,3183,9,15 
atc_get_pitch,0,0,0,0 
atc_get_pitch,0,0,0,0 
atc_get_pitch,0,0,0,0 
atc_get_pitch,0,0,0,0 
atc_get_pitch,4007,3183,3,12 
atc_get_pitch,3592,3183,1,13 
atc_get_pitch,0,0,0,0 
atc_get_pitch,0,0,0,0 
atc_get_pitch,0,0,0,0 
atc_get_pitch,0,0,0,0 
atc_get_pitch,0,0,0,0 
atc_get_pitch,3733,3183,5,8 
atc_get_pitch,0,0,0,0 
atc_get_pitch,21059,3183,13,14 
atc_get_pitch,3667,3183,4,5 
atc_get_pitch,0,0,0,0 
atc_get_pitch,0,0,0,0 
atc_get_pitch,3631,3183,2,10 
atc_get_pitch,3861,3183,2,12 
atc_get_pitch,0,0,0,0 
atc_get_pitch,0,0,0,0 
atc_get_pitch,3690,3183,8,19 
atc_get_pitch,47154,10544,27,300 
atc_get_pitch,0,0,0,0 
atc_get_pitch,3729,3183,1,10 
addHighPrecision,0,0,0,0 
addHighPrecision,0,0,0,0 
addHighPrecision,4917,5492,35,85 
addHighPrecision,4760,5492,1,131 
addHighPrecision,0,0,0,0 
addHighPrecision,23567,14387,41,88 
addHighPrecision,4790,5492,5,139 
addHighPrecision,5176,5492,13,94 
addHighPrecision,4281,5492,5,137 
addHighPrecision,0,0,0,0 
addHighPrecision,0,0,0,0 
addHighPrecision,0,0,0,0 
addHighPrecision,4360,5492,12,72 
addHighPrecision,4519,5492,50,64 
addHighPrecision,0,0,0,0 
addHighPrecision,0,0,0,0 
addHighPrecision,0,0,0,0 
addHighPrecision,0,0,0,0 
addHighPrecision,4422,5492,45,132 
addHighPrecision,4791,5492,13,97 
addHighPrecision,4592,5492,34,97 
addHighPrecision,0,0,0,0 
addHighPrecision,0,0,0,0 
addHighPrecision,0,0,0,0 
addHighPrecision,4575,5492,14,85 
addHighPrecision,0,0,0,0 
addHighPrecision,4385,5492,12,92 
addHighPrecision,4192,5492,14,91 
addHighPrecision,8787,5492,8,97 
addHighPrecision,4754,5492,7,86 
addHighPrecision,4440,5492,28,89 
addHighPrecision,4091,5492,7,72 
addHighPrecision,4345,5492,6,63 
addHighPrecision,4125,5492,14,118 
addHighPrecision,4162,5492,1,84 
addHighPrecision,4114,5492,5,94 
addHighPrecision,4224,5492,6,100 
